"Site_Code","x","y","Elevation","Cos.aspect","Slope","Summer.Insolation","DBH.mean","Canopy_openness","Soil.type","Cytotype","geneticSexID","Rock_Unit","pheno.2016.EVImax","pheno.2016.GSL.50","pheno.2016.OGI","pheno.2016.OGMn","pheno.2017.EVImax","pheno.2017.GSL.50","pheno.2017.OGI","pheno.2017.OGMn","pheno.2018.EVImax","pheno.2018.GSL.50","pheno.2018.OGI","pheno.2018.OGMn","pheno.2019.EVImax","pheno.2019.GSL.50","pheno.2019.OGI","pheno.2019.OGMn","sm_q01.X2012","sm_q01.X2013","sm_q01.X2014","sm_q01.X2015","sm_q01.X2016","sm_q01.X2017","sm_q01.X2018","sm_q01.X2019","sm_runs_med_dur.X2012","sm_runs_med_dur.X2013","sm_runs_med_dur.X2014","sm_runs_med_dur.X2015","sm_runs_med_dur.X2016","sm_runs_med_dur.X2017","sm_runs_med_dur.X2018","sm_runs_med_dur.X2019","snowmelt.X2012","snowmelt.X2013","snowmelt.X2014","snowmelt.X2015","snowmelt.X2016","snowmelt.X2017","snowmelt.X2018","snowmelt.X2019","tmax_q99.X2012","tmax_q99.X2013","tmax_q99.X2014","tmax_q99.X2015","tmax_q99.X2016","tmax_q99.X2017","tmax_q99.X2018","tmax_q99.X2019","aspen_cover"
"NVZC",326937.141501377,4310013.04189507,2983.8665226246,-0.619027485461373,16.3386129380871,22.0551776885986,16.4818181818182,4,"Soil","Triploid","M","Quaternary talus / rock glacier",0.588299989700317,103,138,282,0.577700018882751,106,136,283,0.566699981689453,101,137,282,0.60699999332428,103,139,295,0.167940393090248,0.151949003338814,0.160127833485603,0.190077513456345,0.175331398844719,0.163458436727524,0.127854123711586,0.134405672550201,19.7509708404541,30.5770931243896,14.8420658111572,102.400100708008,37.6265869140625,66.0493469238281,8.68511199951172,78.5105514526367,110.668754577637,134.81494140625,147.829544067383,134.806732177734,134.81494140625,143.399368286133,120.853820800781,153,29.8761177062988,29.8860836029053,29.8326168060303,29.7712135314941,29.860767364502,29.8606147766113,29.9614067077637,29.8340339660645,0.185118824243546
"NWDK",324639.496669939,4308766.82570849,2813.16863596913,-0.555946071229594,11.0761820138326,21.270923614502,23.51,5,"Soil","Triploid","F","Quaternary deposit",0.604200005531311,110,140,285,0.597699999809265,108,138,284,0.60369998216629,118,128,290,0.598599970340729,106,152,291,0.287521034479141,0.298046499490738,0.349652945995331,0.33977860212326,0.342413932085037,0.354157209396362,0.280443012714386,0.314651936292648,0,0,0,0,0,0,0,0,98.2725067138672,128.763702392578,133,113,117.954383850098,129.636260986328,113.636253356934,141.974792480469,29.8552150726318,29.8658142089844,29.8241672515869,29.752010345459,29.8340091705322,29.8453674316406,29.9427680969238,29.8128623962402,0.71075028181076
"NYHR",329691.031441378,4313187.8617625,3090.3259215493,-0.973145301968236,25.2262975303464,24.7197818756104,20.8363636363636,4,"Soil","Triploid","M","Igneous intrusive",0.620899975299835,110,137,282,0.627699971199036,111,133,284,0.61870002746582,108,132,284,0.665300011634827,NA,NA,301,0.309427738189697,0.335931003093719,0.367389738559723,0.367423802614212,0.351589858531952,0.348685950040817,0.296771019697189,0.319283157587051,0,0,0,0,0,0,0,0,97.3181762695312,132.708145141602,137.130874633789,113.636344909668,134.905395507812,140.867233276367,118.96183013916,153.159088134766,29.7643795013428,29.7702980041504,29.6869602203369,29.6554222106934,29.7473564147949,29.7182216644287,29.8298645019531,29.7023468017578,0.374846607446671
"NYXEO",324569.060079298,4308837.58772839,2801.65219109037,0.107649872609247,23.8834636869727,18.4407119750977,21.2090909090909,4,"Soil","Triploid",NA,"Quaternary deposit",0.592499971389771,106,141,286,0.558600008487701,105,140,286,0.594500005245209,108,129,288,0.57940000295639,107,147,295,0.294699400663376,0.303925067186356,0.353969782590866,0.345195263624191,0.346693366765976,0.356729775667191,0.2891785800457,0.320929795503616,0,0,0,0,0,0,0,0,99.0647277832031,129.096298217773,133.048141479492,113.096298217773,118.96981048584,129.936065673828,114.032363891602,142.404098510742,29.8491706848145,29.8597507476807,29.8164100646973,29.7459373474121,29.8286380767822,29.8389282226562,29.936990737915,29.8062953948975,0.700779616832733
"NZXV",329847.27585134,4313236.44618914,3131.16012566047,-0.996664863987117,26.5784639241766,25.139741897583,24.4727272727273,5,"Talus",NA,"M","Quaternary deposit",0.620899975299835,NA,NA,NA,0.626900017261505,100,141,284,0.599500000476837,97,140,282,0.669300019741058,98,146,292,0.292987555265427,0.315208911895752,0.346580862998962,0.347482115030289,0.334211558103561,0.32922825217247,0.279045522212982,0.302667498588562,0,0,0,0,0,0,0,0,104.103401184082,131.954040527344,140.297668457031,127.206809997559,135.998840332031,143.505737304688,120.506896972656,156.551696777344,29.7537040710449,29.7596244812012,29.6757316589355,29.6452884674072,29.7362098693848,29.7056484222412,29.8181972503662,29.6905937194824,0.430108338594437
"OCLZ",321986.513482926,4303521.55402674,2971.07547618627,-0.967780848572579,23.28509253591,24.4096355438232,23.1666666666667,2,"Talus","Triploid","M","Sandstone or conglomerate or siltstone",0.435600012540817,NA,140,NA,0.427300006151199,NA,NA,283,0.407599985599518,96,136,287,0.464399993419647,NA,NA,287,0.226978480815887,0.224004119634628,0.262151420116425,0.282064467668533,0.277467876672745,0.25474414229393,0.201839700341225,0.222237005829811,0,0,0,0,0,0,0,0,128.995468139648,141.070861816406,156.933654785156,145,139.57307434082,153,133.061859130859,165.208068847656,29.7468967437744,29.7560844421387,29.7477874755859,29.6596336364746,29.7409763336182,29.7536106109619,29.83251953125,29.7049560546875,0.104094751179218
"OELX",322043.545805492,4303587.00714577,2995.87133781995,-0.949948876332927,26.0184744779223,24.637149810791,21.0818181818182,2,"Soil","Triploid","F","Quaternary deposit",0.550000011920929,NA,NA,288,0.554000020027161,NA,NA,283,0.502499997615814,109,133,287,0.577000021934509,100,141,290,0.236634150147438,0.233336821198463,0.269371956586838,0.289245128631592,0.286703258752823,0.264319211244583,0.211040705442429,0.232562988996506,0,0,0,0,0,0,0,0,125.52059173584,141.994445800781,156.756011962891,138.807876586914,140.368530273438,152.254745483398,131.260299682617,166.246536254883,29.7484169006348,29.7575263977051,29.7497806549072,29.6610202789307,29.7422218322754,29.7551174163818,29.8342189788818,29.7065372467041,0.530406177043915
"OFCNI",327525.557249158,4309868.8771435,3079.0208861458,-0.805864259492704,17.4159453889026,22.916015625,21.5363636363636,4,"Soil","Triploid","F","Quaternary talus / rock glacier",0.610899984836578,107,144,291,0.594099998474121,106,145,292,0.586199998855591,108,134,285,0.613900005817413,NA,NA,327,0.105707883834839,0.0960495173931122,0.0998879671096802,0.111151695251465,0.102259524166584,0.100266396999359,0.0954496785998344,0.0909648835659027,40.9980125427246,41.0188293457031,28.8431529998779,58.1843910217285,40.2998504638672,73.7230834960938,18.8539276123047,113.862968444824,101.202575683594,129,135.016220092773,113.172904968262,129.515930175781,140.689422607422,117.202575683594,153,29.8959541320801,29.9053859710693,29.8551063537598,29.7913303375244,29.8810520172119,29.8817481994629,29.9795532226562,29.8557529449463,0.607112348079681
"OFMLA",319772.719720912,4303178.6278088,3132.93726057661,-0.868029140888879,27.8259715915369,24.2752113342285,14.6727272727273,5,"Scree","Triploid","M","Igneous intrusive",0.61489999294281,NA,NA,274,0.575600028038025,NA,NA,278,0.555299997329712,86,135,280,0.564499974250793,NA,NA,287,0.155044212937355,0.147900030016899,0.160711869597435,0.188366815447807,0.180367082357407,0.163862973451614,0.134247973561287,0.138738796114922,44.666332244873,46,10.5155506134033,31.6130847930908,31.2620029449463,61.4929046630859,10.9423923492432,1.60153770446777,127.645042419434,152.450592041016,157.565658569336,155.339645385742,162.936874389648,154.902053833008,135.388900756836,175.645034790039,29.7651214599609,29.7751808166504,29.7353763580322,29.6698398590088,29.7588710784912,29.7584495544434,29.8517055511475,29.71657371521,0.238488882780075
"OFSKE",328119.718710597,4309589.21268367,3176.12798671428,-0.746657661462232,21.6354743587722,23.0616512298584,11.7545454545455,4,"Talus","Diploid","F","Igneous intrusive",0.49329999089241,99,138,279,0.450199991464615,NA,NA,279,0.45890000462532,92,137,263,0.530700027942657,NA,NA,283,0.0849780663847923,0.0784435048699379,0.0822761058807373,0.0853101313114166,0.079937681555748,0.0818233340978622,0.0882574915885925,0.078180231153965,8.13768005371094,44.791072845459,7.48778390884399,1.23519992828369,33.4068946838379,63.1828994750977,3.75523567199707,162.641632080078,101.391311645508,128.423049926758,133,113,133.391311645508,131.679672241211,117.391311645508,151.606475830078,29.9191741943359,29.9282112121582,29.8826236724854,29.8152046203613,29.9048366546631,29.9071235656738,30.0015926361084,29.8818874359131,0.570707082748413
"OGJZR",322074.418106961,4312401.09337595,2960.1685963398,-0.150519858016152,16.7244275254571,19.2430534362793,18.1454545454545,5,"Soil","Triploid","M","Shale or limestone",0.61489999294281,NA,NA,NA,0.600300014019012,108,139,283,0.610199987888336,102,137,277,0.626500010490417,102,154,285,0.287129670381546,0.290678054094315,0.310058951377869,0.326952755451202,0.326459735631943,0.31834676861763,0.270068794488907,0.285743534564972,0,0,0,0,0,0,0,0,121,145,153,141,141.083068847656,155.041534423828,129.634796142578,169,29.8036193847656,29.810827255249,29.7007713317871,29.6760749816895,29.7854423522949,29.7531490325928,29.9000854492188,29.7469749450684,0.45943146944046
"OJKJ",324706.319181393,4308767.77555649,2827.86343576129,-0.330153283516245,15.7976038341601,20.8995304107666,23.57,5,"Soil","Triploid","M","Quaternary deposit",0.57889997959137,104,143,280,0.578400015830994,106,138,285,0.58569997549057,113,131,281,0.574299991130829,NA,NA,293,0.284462928771973,0.295499861240387,0.346698880195618,0.337383508682251,0.340453624725342,0.35174685716629,0.275964260101318,0.311295092105865,0,0,0,0,0,0,0,0,99.4696731567383,128.766296386719,133,113,117.199615478516,129.411605834961,113.411613464355,141,29.8581428527832,29.8687648773193,29.82763671875,29.7548675537109,29.8366241455078,29.8482913970947,29.945613861084,29.8160037994385,0.670725643634796
"OQGJ",329669.406141555,4313190.19370976,3088.21103588948,-0.963801917844959,23.8971753353305,24.5682048797607,17.1636363636364,4,"Talus","Triploid","M","Igneous intrusive",0.601899981498718,NA,NA,282,0.604300022125244,107,135,282,0.581799983978271,108,133,280,0.656799972057343,NA,NA,301,0.308575928211212,0.336460322141647,0.368948340415955,0.368700355291367,0.351966261863708,0.348004400730133,0.294186860322952,0.317481219768524,0,0,0,0,0,0,0,0,97.4543762207031,133.65495300293,137.199081420898,113.908760070801,135.412963867188,141.882141113281,119.469184875488,153.227188110352,29.7634887695312,29.7693843841553,29.6856327056885,29.6543064117432,29.746509552002,29.7171993255615,29.8290367126465,29.7015171051025,0.338174998760223
"ORCR",324731.343834844,4308722.58320919,2827.31612049047,-0.691511801965858,15.7963226335707,22.3256187438965,26.6909090909091,4,"Soil","Triploid","M","Quaternary deposit",0.56879997253418,108,134,278,0.545199990272522,107,137,285,0.564599990844727,112,132,281,0.557600021362305,NA,NA,292,0.281402975320816,0.293066084384918,0.345379292964935,0.335177063941956,0.338676512241364,0.351285427808762,0.272530078887939,0.308784037828445,0,0,0,0,0,0,0,0,98.9435195922852,128.259048461914,133,113,117.145431518555,129.323913574219,113.323921203613,141,29.860538482666,29.8711605072021,29.8307552337646,29.7572822570801,29.8387451171875,29.8508758544922,29.9478950500488,29.8186130523682,0.620008647441864
"ORYUD",326999.337477226,4310516.36613431,3114.10222073902,-0.813121735092742,27.4128996965817,23.846435546875,19.8909090909091,4,"Soil","Triploid","M","Igneous intrusive",0.635800004005432,102,144,282,0.598200023174286,100,144,282,0.613600015640259,110,136,285,0.629400014877319,NA,NA,293,0.204058021306992,0.19006521999836,0.205697625875473,0.24415785074234,0.229013428092003,0.209666565060616,0.153972774744034,0.166720420122147,136.885131835938,44.173023223877,91.1968994140625,119.689651489258,52.67138671875,100.690734863281,22.2263088226318,5.60835218429565,105,135.72200012207,135.045486450195,113.534805297852,135.695571899414,137.743194580078,121,155.81298828125,29.8625068664551,29.8723907470703,29.8126945495605,29.7568206787109,29.8483848571777,29.8443489074707,29.9476585388184,29.8180656433105,0.399165123701096
"OUZLF",326542.340385049,4310836.61312439,3041.59600986594,-0.508944126067999,28.4491597854491,22.3192539215088,18.0454545454545,3,"Soil","Triploid","M","Quaternary deposit",0.658500015735626,98,142,280,0.625899970531464,106,143,284,0.621800005435944,105,136,276,0.635399997234344,112,140,302,0.173151582479477,0.160125389695168,0.169288873672485,0.198829159140587,0.185644656419754,0.172753319144249,0.134611919522285,0.140713036060333,48.1887435913086,40.1131553649902,8.68760681152344,66.4782791137695,42.8024787902832,93.7244033813477,8.54845714569092,28.262523651123,122.096015930176,137,144.104537963867,117.257583618164,136.147888183594,140.209609985352,121,158.178756713867,29.8390769958496,29.8495178222656,29.78395652771,29.7329921722412,29.825740814209,29.8187503814697,29.9261722564697,29.7924385070801,0.504846274852753
"OVSI",329745.684815843,4313189.29226001,3098.014490573,-0.975349726159121,28.6715230442825,24.9846210479736,15.8818181818182,4,"Talus","Triploid","M","Igneous intrusive",0.626699984073639,104,138,282,0.624199986457825,104,135,284,0.621100008487701,97,134,280,0.652700006961823,NA,NA,288,0.305573225021362,0.330116927623749,0.361137598752975,0.361565977334976,0.346994310617447,0.343954563140869,0.293352216482162,0.31593444943428,0,0,0,0,0,0,0,0,98.8895874023438,132.24104309082,137.779647827148,116.779167175293,134.927780151367,141.185836791992,119.258056640625,153.944793701172,29.7618370056152,29.7677726745605,29.6845092773438,29.6531677246094,29.7446556091309,29.7152137756348,29.8270015716553,29.6994590759277,0.275574386119843
"OXLK",322009.181312021,4303564.44998253,2987.0208091912,-0.997501473963669,29.42733516983,25.0852184295654,21.0090909090909,2,"Soil","Triploid","M","Quaternary deposit",0.569400012493134,NA,135,NA,0.561800003051758,NA,NA,278,0.500400006771088,105,132,282,0.591400027275085,96,142,291,0.233856111764908,0.230618357658386,0.267095685005188,0.286721050739288,0.283627897500992,0.261302083730698,0.208269760012627,0.22935539484024,0,0,0,0,0,0,0,0,125.938133239746,141.982788085938,157.077545166016,140.473785400391,140.135070800781,152.451843261719,131.46907043457,166.173843383789,29.7473201751709,29.7564792633057,29.7481441497803,29.6599617004395,29.7412776947021,29.7539978027344,29.8330593109131,29.7053527832031,0.312960177659988
"PAEU",327041.374935808,4310138.60804978,3036.85626084813,-0.709350916540635,15.7244942521896,22.3183994293213,22.4727272727273,5,"Soil","Triploid","M","Quaternary talus / rock glacier",0.566799998283386,99,145,288,0.537400007247925,94,146,284,0.555499970912933,110,136,285,0.586000025272369,105,150,298,0.165992185473442,0.151693433523178,0.16096618771553,0.189786791801453,0.175960645079613,0.163897022604942,0.128625020384789,0.134886667132378,45.6072273254395,35.2643890380859,31.7286014556885,96.2058944702148,40.9358024597168,73.989990234375,15.851879119873,62.345329284668,108.477676391602,132.100738525391,142.350402832031,122.21272277832,131.760314941406,144.480224609375,121,153.179336547852,29.8754425048828,29.8852882385254,29.8305015563965,29.7703399658203,29.8605136871338,29.859354019165,29.9603729248047,29.8329467773438,0.444445669651031
"PDEJ",322113.945955752,4303513.30515533,2953.54352995185,-0.903259956294732,21.9083119252849,23.9714736938477,21.2363636363636,2,"Soil","Triploid","M","Quaternary deposit",0.604700028896332,96,142,279,0.568400025367737,NA,NA,282,0.519900023937225,104,128,292,0.629000008106232,97,141,313,0.239481985569,0.236170530319214,0.272492676973343,0.293430685997009,0.291251331567764,0.26833838224411,0.214342892169952,0.236738473176956,0,0,0,0,0,0,0,0,126.629829406738,140.991943359375,155.803588867188,139.058258056641,140.7880859375,151.806854248047,131.814910888672,166.189880371094,29.7522850036621,29.7612361907959,29.7559051513672,29.6648597717285,29.7456302642822,29.7591285705566,29.8382568359375,29.7108097076416,0.366054326295853
"PEIZA",335230.98528773,4309354.08412159,3112.53302872689,-0.149352459703606,28.8785756509876,19.1073760986328,19.8111111111111,3,"Soil","Triploid","F","Sandstone or conglomerate or siltstone",0.494599997997284,NA,NA,278,0.449499994516373,104,136,281,0.404700011014938,106,132,282,0.461299985647202,102,139,289,0.04974465072155,0.0407813936471939,0.041910320520401,0.042427085340023,0.0403340198099613,0.0399943068623543,0.0491465181112289,0.0404385216534138,181.843734741211,177.256729125977,171.421203613281,72.7570190429688,119.677848815918,113.631790161133,365,135.029342651367,113,136.176818847656,138.078033447266,136.144653320312,142.646270751953,144.588409423828,121,152.382614135742,29.8271541595459,29.837911605835,29.7707710266113,29.7263736724854,29.8169860839844,29.800817489624,29.8982124328613,29.7826442718506,0.161582723259926
"PEUNX",322595.232269381,4311613.05535472,3008.92249912867,-0.311534583577753,25.1914634776283,20.5034427642822,17.0090909090909,3,"Soil","Triploid","F","Shale or limestone",0.649999976158142,99,142,281,0.605000019073486,NA,NA,285,0.615100026130676,85,139,276,0.6182000041008,NA,NA,288,0.295592069625854,0.300550252199173,0.321302115917206,0.333198636770248,0.332472532987595,0.33169749379158,0.285100519657135,0.301719844341278,0,0,0,0,0,0,0,0,117.284950256348,145,149.052398681641,141,137,153,132.933044433594,165.168670654297,29.7884273529053,29.7970676422119,29.6996250152588,29.6694030761719,29.7733726501465,29.7494354248047,29.8838081359863,29.7335910797119,0.455903083086014
"PFMU",327032.706725994,4310099.23525842,3027.36434675313,-0.67767540815598,16.1449994828018,22.2129573822021,31.9454545454545,4,"Soil","Triploid","M","Quaternary talus / rock glacier",0.586099982261658,102,147,285,0.567200005054474,102,145,283,0.570999979972839,107,137,280,0.652700006961823,99,152,291,0.160912200808525,0.146447688341141,0.154773965477943,0.182348519563675,0.168640553951263,0.157593712210655,0.125103190541267,0.130486622452736,38.4692802429199,34.4767036437988,27.0764465332031,94.909912109375,40.0187149047852,71.8861236572266,14.3037958145142,71.6121368408203,108.437217712402,132.698989868164,144.139129638672,126.202407836914,132.698989868164,144.482284545898,120.738227844238,153,29.8773193359375,29.8871669769287,29.8331756591797,29.7723178863525,29.8622493743896,29.8615684509277,29.9622535705566,29.8351383209229,0.455726861953735
"PGWE",329738.296315667,4313248.72240189,3127.03071617122,-0.954744196927427,26.8868351846744,24.8614082336426,19.0272727272727,3,"Talus","Triploid","M","Quaternary deposit",0.634599983692169,NA,NA,NA,0.639500021934509,92,138,281,0.615700006484985,88,137,276,0.682900011539459,89,142,286,0.299260139465332,0.324494004249573,0.356764227151871,0.357053816318512,0.341911256313324,0.336930006742477,0.284406721591949,0.308199316263199,0,0,0,0,0,0,0,0,101.301826477051,133.099182128906,138.991149902344,121.603660583496,135.965286254883,143.250091552734,120.284812927246,155.150909423828,29.7575168609619,29.7634162902832,29.679407119751,29.6486759185791,29.7402591705322,29.7101631164551,29.82248878479,29.6949214935303,0.247920677065849
"PGYU",322091.596312493,4303639.12666289,3004.09290540584,-0.96432984695142,22.4313376574457,24.2560920715332,20.1727272727273,4,"Talus","Triploid","F","Quaternary deposit",0.546400010585785,NA,NA,288,0.560000002384186,NA,NA,272,0.51230001449585,107,136,282,0.584200024604797,NA,NA,287,0.247295632958412,0.24370388686657,0.277346968650818,0.297335624694824,0.297094315290451,0.274976044893265,0.221222072839737,0.244003489613533,0,0,0,0,0,0,0,0,122.829399108887,143.055221557617,155.847991943359,128.963836669922,140.484146118164,151.969924926758,129.914703369141,165.908142089844,29.7499942779541,29.7590274810791,29.7518196105957,29.6624641418457,29.7435245513916,29.7566795349121,29.8359775543213,29.7081851959229,0.556491076946259
"PHAK",324766.972704078,4308646.96452841,2820.02209989106,-0.719053756482525,21.4699968897551,23.1262722015381,21.5636363636364,5,"Soil","Diploid","F","Quaternary deposit",0.594600021839142,113,136,284,0.567799985408783,108,137,284,0.578499972820282,124,133,293,0.577099978923798,108,153,291,0.275200515985489,0.28826642036438,0.344409078359604,0.330919623374939,0.335261821746826,0.352387696504593,0.266642481088638,0.304535180330276,0,0,0,0,0,0,0,0,98.8085861206055,126.972702026367,133,113,118.356437683105,129.904296875,113.904289245605,142.614807128906,29.8648777008057,29.8754692077637,29.836727142334,29.761739730835,29.8425598144531,29.855770111084,29.9519538879395,29.8233737945557,0.640719473361969
"PHBY",322062.956928936,4303484.98069562,2953.11864792033,-0.934052239843101,22.4185581096698,24.1458797454834,21.8636363636364,2,"Soil","Triploid","M","Quaternary deposit",0.490599989891052,99,135,284,0.48309999704361,102,134,282,0.446099996566772,98,133,285,0.572300016880035,87,145,284,0.232185021042824,0.229103371500969,0.26683783531189,0.2875956594944,0.283913224935532,0.260865956544876,0.207272529602051,0.228710174560547,0,0,0,0,0,0,0,0,129.276153564453,140.449905395508,156.137512207031,143.438034057617,139.392791748047,152.587982177734,133.138076782227,164.961547851562,29.7504386901855,29.7594757080078,29.7532768249512,29.6631126403809,29.744068145752,29.7572631835938,29.8362522125244,29.7088375091553,0.315774083137512
"PHRAZ01",320675.945966444,4313940.95328657,3067.05323771411,-0.930590345168187,37.2242964320625,25.1337337493896,19.1909090909091,3,"Soil","Diploid","F","Quaternary talus / rock glacier",0.364199995994568,NA,NA,291,0.344500005245209,NA,NA,296,0.330900013446808,94,130,287,0.39410001039505,NA,NA,305,0.297542721033096,0.308978617191315,0.354868829250336,0.346855998039246,0.351328045129776,0.360492587089539,0.307698994874954,0.345994412899017,0,0,0,0,0,0,0,0,128.946151733398,152.995162963867,160.231414794922,152.919219970703,158.694244384766,160.946151733398,130.429473876953,169,29.6738395690918,29.6765689849854,29.5527381896973,29.5347385406494,29.6622066497803,29.6087646484375,29.7690467834473,29.6134433746338,0.055351234972477
"PIQW",327117.007659917,4310067.11076211,3038.03052138847,-0.72133694038079,15.2515271169905,22.3334121704102,21.0454545454545,4,"Soil","Triploid","M","Quaternary talus / rock glacier",0.624700009822845,99,147,283,0.607800006866455,103,146,287,0.595000028610229,107,139,284,0.635999977588654,98,158,293,0.152159586548805,0.138293579220772,0.145717993378639,0.170822411775589,0.15775491297245,0.148164942860603,0.120094075798988,0.123995192348957,40.8099403381348,35.4885597229004,28.6162433624268,90.8609085083008,40.3141784667969,72.7073669433594,15.6559982299805,77.4247817993164,107.478569030762,132.049774169922,142.592681884766,124.116775512695,132.049774169922,143.986236572266,120.428787231445,153,29.8798065185547,29.8895988464355,29.8361358642578,29.7748527526855,29.8647365570068,29.8642692565918,29.9645576477051,29.8378849029541,0.475360810756683
"PJFV",329740.653760272,4313157.02278559,3082.27356200733,-0.958717757039329,24.6644491662874,24.5345458984375,20.1545454545455,3,"Soil","Triploid","M","Igneous intrusive",0.618799984455109,111,135,289,0.617900013923645,110,133,287,0.629999995231628,101,132,286,0.641499996185303,NA,NA,306,0.308694988489151,0.332888424396515,0.363267242908478,0.363766461610794,0.349478751420975,0.347424000501633,0.297808468341827,0.319765955209732,0,0,0,0,0,0,0,0,97.9160079956055,131.579437255859,137.34831237793,114.832015991211,134.409027099609,140.037445068359,118.62841796875,153.4580078125,29.7639980316162,29.7699489593506,29.6870613098145,29.6554145812988,29.7468566894531,29.7177391052246,29.8292598724365,29.7017307281494,0.365495979785919
"PLDO",324734.252378392,4308697.24633999,2821.55559794629,-0.763487477511892,15.658266029206,22.8181838989258,24.0090909090909,3,"Soil","Triploid","F","Quaternary deposit",0.607800006866455,108,132,279,0.593200027942657,101,133,279,0.58380001783371,105,132,276,0.584500014781952,NA,NA,287,0.279890209436417,0.291915744543076,0.345529049634933,0.334175646305084,0.337889403104782,0.352012038230896,0.271349608898163,0.307967662811279,0,0,0,0,0,0,0,0,97.4803009033203,127.778129577637,133,113,117.360229492188,129.240158081055,113.24015045166,141.398040771484,29.8614711761475,29.8720817565918,29.8321437835693,29.7582702636719,29.8395595550537,29.8519992828369,29.9487495422363,29.8196506500244,0.560366332530975
"PMJV",327141.054058365,4310016.4626421,3032.22256781702,-0.725474984675392,14.6308278798787,22.3169174194336,19.6272727272727,4,"Soil","Triploid","M","Quaternary talus / rock glacier",0.600899994373322,101,144,289,0.581499993801117,109,143,293,0.577899992465973,107,139,290,0.617999970912933,NA,NA,307,0.146827101707458,0.133217245340347,0.140011727809906,0.163641840219498,0.150917768478394,0.142256915569305,0.116930395364761,0.119910456240177,39.9348373413086,35.7798690795898,28.0532398223877,88.3991317749023,40.1990356445312,72.5170364379883,15.7650747299194,82.657600402832,107.038520812988,131.882827758789,142.005065917969,123.766731262207,131.882827758789,143.47883605957,120.155693054199,153,29.8815097808838,29.8912773132324,29.8382682800293,29.7766075134277,29.8664054870605,29.8661651611328,29.9661750793457,29.8397941589355,0.359492599964142
"PMOQ",321963.924399927,4303559.4045217,2989.72653920572,-0.953715122648166,25.1755878135543,24.7103004455566,23.3,3,"Soil","Triploid","M","Sandstone or conglomerate or siltstone",0.5625,NA,136,NA,0.548399984836578,NA,NA,284,0.506900012493134,113,133,290,0.584699988365173,98,141,290,0.229002013802528,0.225924998521805,0.263465702533722,0.283106952905655,0.278980046510696,0.256486296653748,0.203643649816513,0.224163308739662,0,0,0,0,0,0,0,0,127.805572509766,141.452392578125,157.270629882812,144.091217041016,139.424957275391,152.855178833008,132.402786254883,165.560272216797,29.7465629577637,29.7557621002197,29.7471504211426,29.6592674255371,29.7406558990479,29.753246307373,29.8322105407715,29.7045631408691,0.351431488990784
"PMRFH",328774.776566533,4312956.93899785,2904.60247238032,-0.986180139540547,12.8615930226934,22.5998668670654,17.8545454545455,2,"Soil","Triploid","F","Quaternary deposit",0.533699989318848,85,138,273,0.553799986839294,85,138,269,0.460999995470047,79,131,272,0.559700012207031,92,138,281,0.258670061826706,0.301270216703415,0.358697444200516,0.366089135408401,0.331504851579666,0.30865079164505,0.231892228126526,0.265601873397827,0,0,0,0,0,0,0,0,105,127.802146911621,138.937530517578,114.937530517578,129.935485839844,135.802154541016,117.864616394043,154.937530517578,29.8135013580322,29.8194923400879,29.7373294830322,29.701208114624,29.7990627288818,29.77663230896,29.8846645355225,29.7571868896484,0.1072101816535
"PMSAQ",324476.488853726,4304546.7407732,2941.54101394146,-0.548846191869276,10.5011659222768,21.5934638977051,11.9272727272727,3,"Talus","Triploid","M","Quaternary deposit",0.429399996995926,101,137,282,0.413300007581711,93,140,276,0.38960000872612,100,138,279,0.472900003194809,NA,NA,288,0.162254378199577,0.164484590291977,0.177310600876808,0.19924832880497,0.201061338186264,0.177218779921532,0.148413449525833,0.1535774320364,0,0,0,0,0,0,0,0,97,134.063949584961,133,137,129.025451660156,134.030029296875,119.503570556641,161.030502319336,29.8477420806885,29.8542060852051,29.8782253265381,29.755069732666,29.8279685974121,29.853723526001,29.937328338623,29.8122749328613,0.233744129538536
"PMSYA",326766.672059491,4310664.65754672,3072.77845815488,-0.890288663620409,25.4984310757753,24.2453346252441,21.6090909090909,3,"Soil","Triploid","M","Quaternary talus / rock glacier",0.642599999904633,97,146,283,0.618799984455109,101,146,287,0.608299970626831,92,140,279,0.638599991798401,96,149,288,0.216052949428558,0.201588466763496,0.218054935336113,0.259492695331573,0.2437424659729,0.22279354929924,0.16108264029026,0.175571799278259,83.9431610107422,46,13.6988353729248,62.0653228759766,55.9602279663086,107.920455932617,9.27044773101807,1.15047228336334,109.558502197266,137,137.20002746582,114.236167907715,135.080154418945,137.830581665039,121,156.455368041992,29.8518466949463,29.8619785308838,29.7996482849121,29.7459678649902,29.8380317687988,29.8326969146729,29.9378471374512,29.8063716888428,0.422735184431076
